"member_id","state_id","emp_id","annual_income","dti","home_ownership"
1100141,607,607,70000,0.113,"MORTGAGE"
1051745,608,608,60000,0.1938,"MORTGAGE"
894224,609,609,54000,0.0467,"MORTGAGE"
968312,610,610,40000,0.0888,"MORTGAGE"
945346,611,611,53329,0.0459,"MORTGAGE"
850287,612,612,180000,0.1083,"MORTGAGE"
954999,613,613,84000,0.2006,"MORTGAGE"
741642,614,614,125000,0.0752,"MORTGAGE"
1064747,615,615,72252,0.0877,"MORTGAGE"
1068362,616,616,51000,0.0395,"MORTGAGE"
1197085,617,617,38880,0.0278,"MORTGAGE"
1019616,618,618,141000,0.0795,"MORTGAGE"
1103858,619,619,45600,0.1292,"MORTGAGE"
543058,620,620,75000,0.229,"MORTGAGE"
911999,621,621,30000,0.044,"MORTGAGE"
939795,622,622,48000,0.0063,"MORTGAGE"
977470,623,623,65000,0.1937,"MORTGAGE"
1258219,624,624,42000,0.1249,"MORTGAGE"
917700,625,625,50400,0,"MORTGAGE"
985770,626,626,36000,0.2153,"MORTGAGE"
992096,627,627,91992,0.011,"MORTGAGE"
945559,628,628,60000,0.124,"MORTGAGE"
434489,629,629,200004,0.0561,"MORTGAGE"
1007964,630,630,65000,0.1879,"MORTGAGE"
1264025,631,631,72000,0.1512,"MORTGAGE"
1258874,632,632,64800,0.0826,"MORTGAGE"
1255712,633,633,52500,0.1227,"MORTGAGE"
867167,634,634,40800,0.1868,"MORTGAGE"
732478,635,635,150000,0.0016,"MORTGAGE"
1010855,636,636,86000,0,"MORTGAGE"
906697,637,637,60000,0.026,"MORTGAGE"
995716,638,638,15120,0.1468,"MORTGAGE"
831160,639,639,26400,0.1936,"MORTGAGE"
499965,640,640,45000,0,"MORTGAGE"
1084661,641,641,26010,0.0161,"MORTGAGE"
1191842,642,642,45000,0.136,"MORTGAGE"
783349,643,643,150000,0.1288,"MORTGAGE"
421995,644,644,45204,0.2095,"MORTGAGE"
921655,645,645,113316,0.2171,"MORTGAGE"
817417,646,646,130000,0.1254,"MORTGAGE"
903319,647,647,97000,0.0605,"MORTGAGE"
716590,648,648,99600,0.0207,"MORTGAGE"
939758,649,649,42000,0.0114,"MORTGAGE"
880319,650,650,156000,0.2482,"MORTGAGE"
803849,651,651,76000,0.2332,"MORTGAGE"
813336,652,652,55000,0.1292,"MORTGAGE"
1265689,653,653,115000,0.1318,"MORTGAGE"
1260349,654,787,110000,0.1238,"MORTGAGE"
881226,655,654,114600,0.2462,"MORTGAGE"
456144,656,655,36500,0.2232,"MORTGAGE"
846087,657,656,85000,0.1803,"MORTGAGE"
1259256,658,657,53208,0.1865,"MORTGAGE"
991956,659,658,42000,0.1997,"MORTGAGE"
712783,660,659,74400,0.0268,"MORTGAGE"
909324,661,660,104606,0.1419,"MORTGAGE"
1101525,662,661,24996,0.0907,"MORTGAGE"
826337,663,662,60000,0.2396,"MORTGAGE"
931992,664,663,104000,0.0053,"OWN"
430130,665,664,56996,0.1072,"OWN"
839434,666,665,26400,0.2159,"OWN"
1222706,667,666,21600,0,"OWN"
943398,668,667,42000,0.0574,"OWN"
1097167,669,668,60000,0.0166,"OWN"
963980,670,669,21600,0.1783,"OWN"
1015057,671,670,26400,0.1345,"OWN"
1108734,672,671,120000,0.0504,"OWN"
1082723,673,672,120000,0.1324,"OWN"
830379,674,673,28800,0.0321,"OWN"
1032869,675,674,113400,0.1138,"OWN"
1201267,676,675,60000,0.0888,"OWN"
735843,677,676,78000,0.1605,"OWN"
721250,678,677,48000,0.0845,"OWN"
919898,679,678,21600,0.0139,"OWN"
1071108,680,679,87600,0.1632,"OWN"
974093,681,680,36000,0.022,"OWN"
708810,682,681,78000,0.0046,"OWN"
517488,683,682,8000,0.1515,"RENT"
932694,684,683,43000,0.0028,"RENT"
1097388,685,684,47088,0.1017,"RENT"
1076735,686,685,37440,0.0638,"RENT"
1196216,687,686,86400,0.014,"RENT"
487381,688,687,75000,0.0186,"RENT"
982602,689,688,20000,0.033,"RENT"
487134,690,689,48996,0.0867,"RENT"
654092,691,690,37000,0.1064,"RENT"
853705,692,691,30000,0.034,"RENT"
437833,693,692,75000,0.0194,"RENT"
844387,694,693,33600,0.1171,"RENT"
938115,695,694,28800,0,"RENT"
780554,696,695,23000,0.2077,"RENT"
833428,697,696,70000,0.1678,"RENT"
952161,698,697,45000,0.0107,"RENT"
969509,699,698,60000,0.1898,"RENT"
1186125,700,699,34400,0.0617,"RENT"
530187,701,700,75000,0.2421,"RENT"
1025589,702,701,70000,0.1461,"RENT"
769633,703,702,40080,0.0587,"RENT"
1198245,704,703,90000,0.0552,"RENT"
712959,705,704,29120,0.089,"RENT"
966290,706,705,35000,0.1255,"RENT"
813231,707,706,20400,0.1094,"RENT"
856918,708,707,144000,0.0785,"RENT"
1014839,709,708,62467,0.0961,"RENT"
984416,710,709,82560,0.0481,"RENT"
905745,711,710,25200,0.1129,"RENT"
1199457,712,711,75000,0.219,"RENT"
1111089,713,712,40000,0.1251,"RENT"
1002069,714,713,51000,0.1445,"RENT"
1009377,715,714,66000,0.1829,"RENT"
1048756,716,715,24720,0.2636,"RENT"
905116,717,716,63533,0.1273,"RENT"
921618,718,717,57600,0.0052,"RENT"
418187,719,718,28800,0.1983,"RENT"
1187943,720,719,60000,0.091,"RENT"
1047025,721,720,70000,0.0591,"RENT"
784706,722,721,60000,0.0626,"RENT"
417660,723,722,78000,0.0115,"RENT"
1075487,724,723,40000,0.0507,"RENT"
1188130,725,724,32000,0.1845,"RENT"
921308,726,725,50000,0.006,"RENT"
985139,727,726,30000,0.0468,"RENT"
1069657,728,727,22800,0.0316,"RENT"
959750,729,728,45000,0.1232,"RENT"
1078356,730,729,29534,0.1377,"RENT"
709037,731,730,27600,0.0713,"RENT"
1005627,732,731,31200,0.0892,"RENT"
1070434,733,732,52416,0.1946,"RENT"
843108,734,733,50000,0.0958,"RENT"
1029012,735,734,40000,0.2103,"RENT"
993586,736,735,55000,0.1606,"RENT"
955255,737,736,147750,0.0763,"RENT"
899730,738,737,45600,0.1442,"RENT"
984123,739,738,160800,0.0775,"RENT"
1053936,740,739,42072,0.0824,"RENT"
1056402,741,740,30000,0.074,"RENT"
942790,742,741,52800,0.1195,"RENT"
424070,743,742,51500,0.031,"RENT"
781732,744,743,12000,0.05,"RENT"
1020244,745,744,19200,0.03,"RENT"
1283745,746,745,47000,0.0291,"RENT"
1099327,747,746,200000,0.025,"RENT"
849543,748,747,62000,0.0279,"RENT"
778186,749,748,48000,0.1925,"RENT"
971872,750,749,72000,0.0067,"RENT"
773168,751,750,25200,0.0262,"RENT"
1214411,752,751,28800,0.0396,"RENT"
903347,753,752,54000,0.0709,"RENT"
1225058,754,753,20000,0.0474,"RENT"
1098001,755,754,30000,0.1568,"RENT"
851664,756,755,36000,0.183,"RENT"
889906,757,756,36000,0.1173,"RENT"
811539,758,757,10800,0.1889,"RENT"
869249,759,758,74880,0.2155,"RENT"
745932,760,759,80000,0.2133,"RENT"
938281,761,760,19200,0.0669,"RENT"
939876,762,761,41600,0.0366,"RENT"
921570,763,762,40000,0.1929,"RENT"
1228866,764,763,30000,0.0986,"RENT"
873292,765,764,40000,0.2274,"RENT"
855754,766,765,14400,0.1933,"RENT"
425024,767,766,72000,0.0373,"RENT"
813425,768,767,45000,0.0589,"RENT"
874062,769,768,23766,0.0833,"RENT"
635400,770,769,120000,0.1447,"RENT"
1097946,771,770,19200,0.0763,"RENT"
246583,772,771,70000,0.2153,"RENT"
712316,773,772,107000,0.0733,"RENT"
1056532,774,773,170000,0.1626,"RENT"
819023,775,774,23000,0.156,"RENT"
948037,776,775,57600,0.1173,"RENT"
421981,777,776,45150,0.1882,"RENT"
521210,778,777,39500,0.0112,"RENT"
1169145,779,778,50000,0.0943,"RENT"
970523,780,779,42500,0.0274,"RENT"
975272,781,780,30000,0.0764,"RENT"
980603,782,781,35000,0.0549,"RENT"
665527,783,782,70000,0.1306,"RENT"
1201628,784,783,58000,0.137,"RENT"
999510,785,784,38400,0.1144,"RENT"
985260,786,785,15000,0.0464,"RENT"
915008,787,786,25000,0.0624,"RENT"
933494,788,788,35000,0.0682,"RENT"
414807,789,789,33000,0.1178,"RENT"
677368,790,790,20800,0.1887,"RENT"
1018520,791,791,24000,0.135,"RENT"
449996,792,792,4800,0.05,"RENT"
801192,793,793,23500,0.0286,"RENT"
1060562,794,794,86748,0.1076,"MORTGAGE"
810176,795,795,32000,0.1046,"MORTGAGE"
720261,796,796,67500,0.054,"MORTGAGE"
820949,797,797,81000,0.0055,"MORTGAGE"
872085,798,798,125000,0.2419,"MORTGAGE"
1254746,799,799,75000,0.0184,"MORTGAGE"
814593,800,800,88000,0.0395,"OWN"
913058,801,801,47000,0.0202,"RENT"
998145,802,802,28800,0.21,"RENT"
868413,803,803,54000,0.1633,"RENT"
423147,804,804,69996,0.1262,"MORTGAGE"
719246,805,805,78000,0.1029,"MORTGAGE"
898735,806,806,98100,0.1769,"MORTGAGE"
814442,807,807,38000,0.1446,"MORTGAGE"
351611,808,808,42000,0.2166,"MORTGAGE"
999330,809,809,54902.52,0.2308,"MORTGAGE"
362283,810,810,63000,0.0676,"MORTGAGE"
1093649,811,811,133000,0.1203,"MORTGAGE"
418979,812,812,37800,0.1038,"OTHER"
582056,813,813,57000,0.0684,"OWN"
596610,814,814,54000,0.07,"RENT"
532757,815,815,20004,0.087,"RENT"
422066,816,816,63504,0.0835,"RENT"
1070102,817,817,50400,0.1357,"RENT"
524652,818,818,85000,0.1201,"RENT"
518539,819,819,65000,0.1224,"RENT"
921650,820,820,27600,0.0174,"RENT"
432319,821,821,58106,0.0023,"RENT"
1055209,822,822,45000,0.2157,"RENT"
845158,823,823,84000,0.1899,"RENT"
950992,824,824,9600,0.0975,"RENT"
745977,825,825,43000,0.086,"MORTGAGE"
1202046,826,826,96000,0.1169,"MORTGAGE"
1082191,827,827,105000,0.0647,"MORTGAGE"
854716,828,828,61200,0.0118,"MORTGAGE"
907955,829,829,112200,0.0071,"MORTGAGE"
984985,830,830,55530,0.175,"MORTGAGE"
791861,831,831,110000,0.024,"MORTGAGE"
1207974,832,832,74000,0.0089,"MORTGAGE"
520996,833,833,116004,0.0089,"MORTGAGE"
1039056,834,834,87600,0.1684,"MORTGAGE"
296734,835,835,42000,0.0071,"MORTGAGE"
1092174,836,836,53000,0.0702,"MORTGAGE"
1029968,837,837,49200,0.2076,"MORTGAGE"
875193,838,838,115600,0.1043,"MORTGAGE"
957991,839,839,130000,0.0447,"MORTGAGE"
842051,840,840,90000,0.0084,"MORTGAGE"
804314,841,841,75000,0.0101,"MORTGAGE"
667153,842,842,56902,0.1476,"MORTGAGE"
840752,843,843,150000,0.1268,"MORTGAGE"
1196023,844,844,54000,0.1582,"MORTGAGE"
935771,845,845,63600,0.0713,"MORTGAGE"
680916,846,846,65000,0.0903,"MORTGAGE"
1192491,847,847,76000,0.2335,"MORTGAGE"
950481,848,848,130000,0.1599,"MORTGAGE"
493768,849,849,52700,0.2181,"MORTGAGE"
782655,850,850,78000,0.1454,"MORTGAGE"
1202812,851,851,31776,0.1828,"MORTGAGE"
1027615,852,852,96000,0.0148,"MORTGAGE"
1022784,853,853,65000,0.1521,"MORTGAGE"
1192419,854,854,240000,0.0572,"MORTGAGE"
887346,855,855,65000,0.1625,"MORTGAGE"
1244663,856,856,80000,0.1077,"MORTGAGE"
864401,857,857,16000,0.081,"MORTGAGE"
1066430,858,858,200000,0.0393,"MORTGAGE"
813477,859,859,75000,0.1075,"MORTGAGE"
428366,860,860,117500,0.0861,"MORTGAGE"
698199,861,861,68000,0.1392,"MORTGAGE"
785253,862,862,84000,0.0466,"MORTGAGE"
1012870,863,863,69900,0.1701,"MORTGAGE"
882064,864,864,50000,0.0511,"MORTGAGE"
1246503,865,865,122400,0.2402,"MORTGAGE"
767026,866,866,85000,0.0786,"MORTGAGE"
416398,867,867,81204,0.0015,"MORTGAGE"
1026273,868,868,63000,0.239,"MORTGAGE"
493089,869,869,300000,0.0693,"MORTGAGE"
797838,870,870,40000,0.1662,"MORTGAGE"
848319,871,871,114000,0.0933,"MORTGAGE"
494914,872,872,38268,0.1405,"MORTGAGE"
1103068,873,873,69000,0.187,"MORTGAGE"
386125,874,874,84240,0.1033,"MORTGAGE"
840065,875,875,66000,0.2284,"MORTGAGE"
722418,876,876,86000,0.0561,"MORTGAGE"
512991,877,877,42000,0.1319,"MORTGAGE"
860660,878,878,91200,0.1537,"MORTGAGE"
381356,879,879,60000,0.1408,"MORTGAGE"
845173,880,880,77604,0.101,"MORTGAGE"
412725,881,881,92000,0.0473,"MORTGAGE"
347255,882,882,33000,0.0451,"MORTGAGE"
864357,883,883,57000,0.236,"MORTGAGE"
752611,884,884,110000,0.1244,"MORTGAGE"
1058629,885,885,67000,0.0887,"MORTGAGE"
794995,886,886,93500,0.2237,"MORTGAGE"
436179,887,887,60000,0.1442,"MORTGAGE"
757456,888,888,122400,0.0949,"MORTGAGE"
615544,889,889,53000,0.2355,"OWN"
544461,890,890,102000,0.0621,"OWN"
374898,891,891,42108,0.2388,"OWN"
593718,892,892,75000,0.1538,"OWN"
1106740,893,893,43000,0.046,"OWN"
1038798,894,894,37000,0.0921,"OWN"
900937,895,895,96000,0.086,"OWN"
1204804,896,896,54000,0.0216,"OWN"
1002771,897,897,41496,0.2293,"OWN"
1042952,898,898,26940,0.0036,"RENT"
741161,899,899,50000,0.0725,"RENT"
742946,900,900,110000,0.1076,"RENT"
514664,901,901,64200,0.0127,"RENT"
356046,902,902,31000,0.0426,"RENT"
948614,903,903,95000,0.0349,"RENT"
1063301,904,904,26400,0.0586,"RENT"
840508,905,905,75000,0.0947,"RENT"
352226,906,906,32004,0.1507,"RENT"
454624,907,907,110000,0,"RENT"
818475,908,908,24000,0.0655,"RENT"
939205,909,909,45000,0.1296,"RENT"
732264,910,910,30000,0.2299,"RENT"
763854,911,911,27000,0.02,"RENT"
1026706,912,912,58000,0.1355,"RENT"
760931,913,913,46000,0.2058,"RENT"
1182502,914,914,75000,0.0741,"RENT"
392055,915,915,27996,0.0784,"RENT"
988195,916,916,33000,0.2902,"RENT"
513593,917,1051,90000,0.0488,"RENT"
382507,918,917,30500,0.144,"RENT"
859068,919,918,42000,0.0323,"RENT"
1224830,920,919,84000,0.1781,"RENT"
425464,921,920,300000,0.076,"RENT"
749364,922,921,51000,0.1273,"RENT"
987778,923,922,39000,0.1898,"RENT"
573053,924,923,55000,0.0065,"RENT"
1035908,925,924,27000,0.1542,"RENT"
1231833,926,925,63372,0.0916,"RENT"
743776,927,926,21600,0.1783,"RENT"
461571,928,927,37000,0.0976,"RENT"
1053681,929,928,225000,0.0551,"RENT"
985813,930,929,92000,0.0942,"RENT"
461033,931,930,160000,0.1078,"RENT"
536776,932,931,55000,0.0951,"RENT"
714585,933,932,106000,0.133,"RENT"
1084698,934,933,72000,0.2272,"RENT"
645916,935,934,53000,0.1872,"RENT"
1068610,936,935,68000,0.1976,"RENT"
692034,937,936,75000,0.0309,"RENT"
1223483,938,937,125000,0.1734,"RENT"
498928,939,938,47004,0.0107,"RENT"
1106766,940,939,14400,0.0208,"RENT"
982605,941,940,36000,0.0967,"RENT"
1027484,942,941,28000,0.249,"RENT"
828056,943,942,57450,0.1638,"RENT"
1223058,944,943,25200,0.2332,"RENT"
424961,945,944,75764,0.114,"RENT"
752655,946,945,13000,0.0157,"RENT"
1026327,947,946,18000,0.0133,"RENT"
411673,948,947,76000,0.1255,"RENT"
396930,949,948,75000,0.1003,"RENT"
807748,950,949,15600,0.1192,"RENT"
822027,951,950,125000,0.026,"RENT"
377917,952,951,47998,0.0373,"RENT"
394029,953,952,75333,0.0981,"MORTGAGE"
742165,954,953,109500,0.1265,"MORTGAGE"
758873,955,954,44400,0.029,"MORTGAGE"
845282,956,955,107500,0.284,"RENT"
1098840,957,956,74000,0.0167,"RENT"
1222991,958,957,77954,0.0453,"MORTGAGE"
719118,959,958,43596,0.0355,"MORTGAGE"
920406,960,959,60000,0.0934,"MORTGAGE"
1085988,961,960,70000,0.2321,"MORTGAGE"
895870,962,961,33600,0.1096,"MORTGAGE"
958046,963,962,39600,0.0103,"MORTGAGE"
786816,964,963,80000,0.1258,"MORTGAGE"
861005,965,964,99996,0.1284,"MORTGAGE"
714103,966,965,48000,0.185,"MORTGAGE"
1257750,967,966,51600,0.1256,"MORTGAGE"
900641,968,967,34800,0.1266,"MORTGAGE"
801852,969,968,90840,0.0905,"MORTGAGE"
854430,970,969,42000,0.2023,"MORTGAGE"
1225763,971,970,32346,0.1028,"MORTGAGE"
965764,972,971,31243,0.0503,"OWN"
1278645,973,972,38400,0.1028,"OWN"
951977,974,973,50400,0.166,"RENT"
736921,975,974,26000,0.1431,"RENT"
763044,976,975,28560,0.0168,"RENT"
684345,977,976,22800,0.1363,"RENT"
1024785,978,977,14400,0.0692,"RENT"
835232,979,978,96000,0.1122,"MORTGAGE"
774897,980,979,81000,0.1621,"OWN"
1016103,981,980,38000,0.0407,"RENT"
866360,982,981,38400,0.0359,"RENT"
855517,983,982,75600,0.149,"RENT"
1271243,984,983,52000,0.0535,"RENT"
925682,985,984,90000,0.0373,"MORTGAGE"
1051047,986,985,72600,0.1359,"MORTGAGE"
896878,987,986,43872,0.0741,"MORTGAGE"
875128,988,987,50400,0.1033,"MORTGAGE"
925403,989,988,43000,0.0324,"MORTGAGE"
928336,990,989,38400,0.0272,"MORTGAGE"
1079620,991,990,52800,0.2609,"MORTGAGE"
717516,992,991,118200,0.0831,"MORTGAGE"
1192798,993,992,60000,0.1638,"MORTGAGE"
1077293,994,993,80000,0.1174,"MORTGAGE"
666869,995,994,30000,0.132,"MORTGAGE"
887801,996,995,42000,0.0343,"MORTGAGE"
748623,997,996,36000,0.2383,"MORTGAGE"
878671,998,997,49200,0.0332,"MORTGAGE"
1072500,999,998,129996,0.1428,"MORTGAGE"
1250277,1000,999,102000,0.0809,"MORTGAGE"
1020498,1001,1000,39600,0.1021,"MORTGAGE"
750138,1002,1001,63600,0.14,"MORTGAGE"
864656,1003,1002,61200,0.0492,"MORTGAGE"
1240084,1004,1003,73171,0.0454,"MORTGAGE"
775216,1005,1004,63600,0.0406,"MORTGAGE"
1109468,1006,1005,85200,0.027,"MORTGAGE"
769228,1007,1006,66000,0.202,"MORTGAGE"
737368,1008,1007,117000,0.0899,"MORTGAGE"
762775,1009,1008,40000,0.2114,"MORTGAGE"
666604,1010,1009,76000,0.0253,"MORTGAGE"
722244,1011,1010,57600,0.1331,"MORTGAGE"
733509,1012,1011,71328,0.0476,"MORTGAGE"
668582,1013,1012,50400,0.1674,"MORTGAGE"
780252,1014,1013,70000,0.0782,"MORTGAGE"
711078,1015,1014,55800,0.0723,"MORTGAGE"
1023284,1016,1015,43200,0.0275,"MORTGAGE"
883495,1017,1016,50000,0.1781,"MORTGAGE"
652888,1018,1017,60000,0.1158,"MORTGAGE"
820191,1019,1018,144500,0.0281,"MORTGAGE"
796066,1020,1019,75000,0.0158,"MORTGAGE"
928475,1021,1020,48000,0.1977,"MORTGAGE"
1086643,1022,1021,69600,0.046,"MORTGAGE"
752485,1023,1022,84000,0.0749,"MORTGAGE"
899341,1024,1023,90000,0.1185,"MORTGAGE"
1103407,1025,1024,113592,0.0096,"MORTGAGE"
726159,1026,1025,96000,0.1447,"MORTGAGE"
728481,1027,1026,87000,0.0561,"MORTGAGE"
970679,1028,1027,72000,0.1212,"MORTGAGE"
1208049,1029,1028,66000,0.2036,"MORTGAGE"
742116,1030,1029,49000,0.1567,"MORTGAGE"
935877,1031,1030,43000,0.1334,"MORTGAGE"
873036,1032,1031,47472,0.1557,"MORTGAGE"
870475,1033,1032,63600,0.0583,"MORTGAGE"
793328,1034,1033,58000,0.2247,"MORTGAGE"
884748,1035,1034,55000,0.0984,"MORTGAGE"
1076660,1036,1035,33276,0.0963,"MORTGAGE"
958163,1037,1036,119238,0.048,"MORTGAGE"
1095866,1038,1037,48000,0.131,"MORTGAGE"
846309,1039,1038,70800,0.0139,"MORTGAGE"
722218,1040,1039,44016,0.0921,"MORTGAGE"
822356,1041,1040,62000,0.1094,"MORTGAGE"
985445,1042,1041,36000,0.1283,"MORTGAGE"
1272016,1043,1042,72000,0.0868,"MORTGAGE"
933213,1044,1043,72000,0.1792,"MORTGAGE"
741530,1045,1044,60000,0.0586,"MORTGAGE"
787838,1046,1045,128000,0.1413,"MORTGAGE"
935614,1047,1046,30000,0.1932,"MORTGAGE"
929554,1048,1047,40800,0.0888,"MORTGAGE"
957216,1049,1048,90000,0.0892,"MORTGAGE"
1029696,1050,1049,108000,0.1358,"MORTGAGE"
873657,1051,1050,43000,0.2553,"MORTGAGE"
1234507,1052,1052,75000,0.1134,"MORTGAGE"
925331,1053,1053,103200,0.0203,"MORTGAGE"
824512,1054,1054,54000,0.0264,"MORTGAGE"
825729,1055,1055,38000,0.1781,"MORTGAGE"
751334,1056,1056,92304,0.0862,"MORTGAGE"
816113,1057,1057,78000,0.1534,"MORTGAGE"
811078,1058,1058,51000,0.0755,"MORTGAGE"
997457,1059,1059,53288.59,0.191,"MORTGAGE"
890448,1060,1060,48000,0.1225,"MORTGAGE"
800289,1061,1061,68000,0.0563,"MORTGAGE"
1103392,1062,1062,58000,0.0799,"MORTGAGE"
799564,1063,1063,33600,0.1993,"MORTGAGE"
875873,1064,1064,105600,0.1475,"MORTGAGE"
806342,1065,1065,64200,0.0402,"MORTGAGE"
824452,1066,1066,60000,0.1376,"MORTGAGE"
1011382,1067,1067,64800,0.0467,"MORTGAGE"
758309,1068,1068,100000,0.0086,"MORTGAGE"
887079,1069,1069,31500,0.2484,"MORTGAGE"
767908,1070,1070,84000,0.1174,"MORTGAGE"
751525,1071,1071,62000,0.0602,"MORTGAGE"
1191009,1072,1072,95832,0.1319,"MORTGAGE"
786523,1073,1073,40300,0.1239,"MORTGAGE"
681785,1074,1074,80000,0.0883,"MORTGAGE"
887758,1075,1075,81600,0.1371,"MORTGAGE"
717482,1076,1076,78000,0.0091,"MORTGAGE"
993878,1077,1077,129600,0.0498,"MORTGAGE"
910476,1078,1078,78000,0.0083,"MORTGAGE"
883287,1079,1079,45000,0.1707,"MORTGAGE"
707918,1080,1080,33600,0.0471,"MORTGAGE"
910235,1081,1081,78000,0.2775,"MORTGAGE"
904338,1082,1082,48000,0.0928,"MORTGAGE"
1268792,1083,1083,60000,0.1332,"MORTGAGE"
939665,1084,1084,93330,0.0971,"MORTGAGE"
901792,1085,1085,65000,0.1091,"MORTGAGE"
689878,1086,1086,145000,0.1102,"MORTGAGE"
903810,1087,1087,58800,0.0939,"MORTGAGE"
807065,1088,1088,47000,0.1828,"MORTGAGE"
887734,1089,1089,95000,0.1329,"MORTGAGE"
918278,1090,1090,41280,0.1814,"MORTGAGE"
871460,1091,1091,60000,0.1062,"MORTGAGE"
1023614,1092,1092,96000,0.1144,"MORTGAGE"
823300,1093,1093,140000,0.0788,"MORTGAGE"
710932,1094,1094,48000,0.0613,"MORTGAGE"
720073,1095,1095,36000,0.1613,"MORTGAGE"
717417,1096,1096,24166,0.0074,"OWN"
1196876,1097,1097,60000,0.0904,"OWN"
741345,1098,1098,76440,0.217,"OWN"
711238,1099,1099,84787,0.02,"OWN"
1230102,1100,1100,50400,0.1574,"OWN"
1096337,1101,1101,199992,0.1188,"OWN"
965529,1102,1102,46800,0.1595,"OWN"
1099786,1103,1103,76116,0.0998,"OWN"
845623,1104,1104,85460,0.064,"OWN"
718350,1105,1105,125000,0.0223,"OWN"
710897,1106,1106,74256,0.1008,"OWN"
1246281,1107,1107,28080,0.0376,"OWN"
876032,1108,1108,22800,0.0589,"OWN"
974931,1109,1109,38400,0.2394,"OWN"
897228,1110,1110,60000,0.14,"OWN"
719142,1111,1111,49000,0.2038,"OWN"
1046640,1112,1112,87000,0.1069,"OWN"
954961,1113,1113,14400,0.1042,"OWN"
852104,1114,1114,35000,0.2475,"OWN"
889911,1115,1115,25000,0.1349,"OWN"
689397,1116,1116,40000,0.1872,"OWN"
898928,1117,1117,27600,0.0961,"RENT"
776657,1118,1118,65000,0.0613,"RENT"
781006,1119,1119,60000,0.0714,"RENT"
770125,1120,1120,24000,0.098,"RENT"
911416,1121,1121,62500,0.1004,"RENT"
740073,1122,1122,48000,0.026,"RENT"
741856,1123,1123,57000,0.1442,"RENT"
1201721,1124,1124,42000,0.1317,"RENT"
1027976,1125,1125,24000,0.0375,"RENT"
906600,1126,1126,45168,0.2107,"RENT"
789169,1127,1127,52000,0.1184,"RENT"
784774,1128,1128,60000,0.0714,"RENT"
1201383,1129,1129,36000,0.0175,"RENT"
880263,1130,1130,78000,0.0275,"RENT"
883699,1131,1131,28800,0.0546,"RENT"
967137,1132,1132,70800,0.0605,"RENT"
1085815,1133,1133,63996,0.1817,"RENT"
833964,1134,1134,60000,0.1218,"RENT"
751311,1135,1135,57600,0.2198,"RENT"
803770,1136,1136,50000,0.0031,"RENT"
901392,1137,1137,30000,0.278,"RENT"
1095990,1138,1138,66000,0.2195,"RENT"
970172,1139,1139,38000,0.0265,"RENT"
912622,1140,1140,87492,0.2344,"RENT"
691737,1141,1141,48000,0.082,"RENT"
844722,1142,1142,60000,0.229,"RENT"
911025,1143,1143,58000,0.1676,"RENT"
929759,1144,1144,67800,0.1269,"RENT"
871898,1145,1145,30000,0.1028,"RENT"
793933,1146,1146,50000,0.0838,"RENT"
928897,1147,1147,53040,0.0964,"RENT"
899833,1148,1148,38000,0.1099,"RENT"
949011,1149,1149,25000,0.1915,"RENT"
885159,1150,1150,49000,0.085,"RENT"
876617,1151,1151,36000,0.1157,"RENT"
941309,1152,1152,45000,0.1704,"RENT"
852684,1153,1153,60000,0.1316,"RENT"
838797,1154,1154,84000,0.1971,"RENT"
694241,1155,1155,54000,0.0011,"RENT"
680462,1156,1156,26400,0.1432,"RENT"
953713,1157,1157,36000,0.1727,"RENT"
938350,1158,1158,48000,0.0825,"RENT"
867321,1159,1159,36000,0.211,"RENT"
876094,1160,1160,60000,0.1172,"RENT"
1038282,1161,1161,36360,0.0482,"RENT"
825103,1162,1162,73000,0.132,"RENT"
870006,1163,1163,52000,0.1375,"RENT"
745435,1164,1164,28000,0.2481,"RENT"
711708,1165,1165,99996,0.1103,"RENT"
1002274,1166,1166,24000,0.2115,"RENT"
728808,1167,1167,18000,0.0007,"RENT"
950291,1168,1168,24000,0.103,"RENT"
794642,1169,1169,30000,0.0776,"RENT"
771312,1170,1170,28800,0.0733,"RENT"
742586,1171,1171,12000,0.078,"RENT"
937726,1172,1172,22800,0.2037,"RENT"
1058096,1173,1173,101040,0.057,"RENT"
908636,1174,1174,105000,0.0335,"MORTGAGE"
712413,1175,1175,74880,0.0813,"MORTGAGE"
879316,1176,1176,39600,0.1891,"MORTGAGE"
1020733,1177,1177,72000,0.1523,"MORTGAGE"
987154,1178,1178,30000,0.1856,"MORTGAGE"
920139,1179,1179,103000,0.0255,"MORTGAGE"
959051,1180,1180,87600,0.1377,"OWN"
760371,1181,1181,57600,0.0756,"RENT"
712302,1182,1182,61200,0.2298,"RENT"
713102,1183,1183,84000,0.0084,"RENT"
771998,1184,1184,36566.4,0.2482,"MORTGAGE"
916377,1185,1185,114600,0.1361,"MORTGAGE"
788035,1186,1186,52000,0.1015,"MORTGAGE"
1059988,1187,1187,45000,0.1624,"MORTGAGE"
814992,1188,1188,85000,0.2034,"MORTGAGE"
898540,1189,1189,120000,0.0523,"MORTGAGE"
884571,1190,1190,120000,0.2109,"MORTGAGE"
805684,1191,1191,55000,0.2439,"MORTGAGE"
725637,1192,1192,45000,0.1427,"MORTGAGE"
738180,1193,1193,60000,0.1474,"MORTGAGE"
666706,1194,1194,57000,0.0364,"MORTGAGE"
990424,1195,1195,43800,0.1962,"OWN"
